0.0,-4586989.876,3632877.830,3822534.897
0.1,-4048439.411,4139708.159,4587199.770
0.2,-4244668.670,4235367.191,4282074.131
0.3,-3877734.057,3580502.990,4449898.372
0.4,-3925227.218,4465313.939,4150838.276
0.5,-4326191.358,4516063.817,4449780.689
0.6,-4294404.657,3716949.159,3871226.380
0.7,-4664059.798,4094204.847,4105759.967
0.8,-4449473.927,4004334.581,4575029.265
0.9,-4566947.927,3674728.616,4080136.373
1.0,-4087097.543,4193341.448,3699037.654
1.1,-4513433.495,3567508.687,4492815.501
1.2,-4273502.259,4153526.714,4492839.902
1.3,-4543758.330,3657963.619,4389924.602
1.4,-4670531.358,4184421.887,4355701.201
1.5,-4722853.322,4340836.900,4556876.632
1.6,-4455609.360,4285724.292,4497300.441
1.7,-4764490.230,3751793.921,4413130.087
1.8,-4601171.068,3903954.269,3938744.148
1.9,-3981483.048,4209342.108,3874648.079
2.0,-4311036.600,4208404.850,4532326.842
2.1,-4293969.949,3873129.895,4503424.859
2.2,-4068579.126,4057261.709,4578360.312
2.3,-4611569.550,3745666.543,4186172.318
2.4,-4059460.711,4207240.801,3922949.742
2.5,-4359808.871,3710672.694,4254848.611
2.6,-3960719.865,3635600.199,4348390.495
2.7,-4787098.341,4114135.891,4266702.009
2.8,-4583141.104,4056982.508,4126395.273
2.9,-4541264.647,3653339.737,3950993.258
3.0,-4070573.559,3643162.914,4377198.974
3.1,-4727634.574,3737704.018,3700701.994
3.2,-4385703.122,4317171.035,4008062.261
3.3,-4555931.983,4041727.378,3924352.384
3.4,-4572676.145,3638072.574,3855206.467
3.5,-4024199.235,3854400.087,4204410.146
3.6,-4010520.964,4143931.921,4552767.789
3.7,-4466079.004,4006769.830,4352251.820
3.8,-4226213.525,4012563.128,3759482.660
3.9,-4724371.521,3727431.951,4591540.798
4.0,-3848144.926,3709902.503,4259927.695
4.1,-4397092.248,3659917.233,4297091.849
4.2,-4364574.563,3614073.069,4615819.439
4.3,-4499705.895,4073587.469,3899384.525
4.4,-4792103.428,4000760.247,4371502.074
4.5,-4453062.208,4450397.395,4414966.485
4.6,-4798103.420,4157978.908,4298208.009
4.7,-4586578.721,3677002.181,4648837.747
4.8,-4674166.488,4290993.921,4246587.032
4.9,-4110655.666,3781677.410,3950890.612
5.0,-3948574.123,4090075.618,3809765.404
5.1,-4227511.903,4073227.364,4049127.017
5.2,-3932381.661,4347142.659,4434621.155
5.3,-3914194.594,4249646.101,4026396.200
5.4,-4717994.691,4328237.227,4160253.923
5.5,-4569399.113,4189443.728,3909368.764
5.6,-4711434.437,3696574.378,4328153.433
5.7,-4574419.279,3779177.323,4488840.031
5.8,-4805088.527,4255746.703,4564907.347
5.9,-3983214.948,4167023.694,3681809.851
6.0,-4351189.213,3616932.542,3948325.352
6.1,-4725077.174,4308841.657,4241147.052
6.2,-4134504.657,3969354.756,3816053.276
6.3,-4719423.140,3741593.214,3748173.363
6.4,-4364181.263,4425967.795,4279184.938
6.5,-4128761.726,3955964.913,4193371.452
6.6,-4134042.973,3840185.023,4219490.143
6.7,-4229381.734,3740517.804,4472296.742
6.8,-4736236.681,4524811.776,4351739.131
6.9,-4081522.152,3917859.257,3853034.631
7.0,-3937877.322,4151355.897,3816396.071
7.1,-4111377.032,4533799.061,4299066.020
7.2,-4447250.094,4437159.925,3950172.647
7.3,-3827579.700,4289759.834,3788502.750
7.4,-4441862.755,4199892.225,3722205.918
7.5,-3823971.394,4112522.204,4538476.738
7.6,-4350245.520,3790373.496,4429136.847
7.7,-3865871.392,4100619.036,4038980.633
7.8,-4322332.026,4232054.046,4177133.117
7.9,-4292012.319,3861621.258,4200624.402
8.0,-4164389.769,3747428.066,3989438.406
8.1,-4671035.572,4263272.930,4452421.929
8.2,-4478109.776,3563049.509,4365619.765
8.3,-4685074.330,3875799.198,3724442.509
8.4,-4527330.728,3692485.525,3904973.072
8.5,-3973103.380,4115080.880,3875662.068
8.6,-4757013.109,3831074.716,4115181.350
8.7,-3969782.548,3959009.364,3722005.943
8.8,-3928303.075,3820253.088,4358963.181
8.9,-4444280.489,3698670.663,4638679.832
9.0,-4233819.823,3631585.080,3672855.768
9.1,-4693030.180,4179161.716,4325217.723
9.2,-3893480.993,4527361.811,4472220.776
9.3,-4683190.696,3814636.469,4128443.091
9.4,-4008860.212,3654663.905,4280883.517
9.5,-4788716.634,3691947.369,3955381.323
9.6,-4155272.989,4428794.698,4022609.749
9.7,-4424870.499,4330102.936,3768808.329
9.8,-4320342.776,4510151.105,3839264.772
9.9,-4332674.340,4373115.790,4449619.006
10.0,-4713401.167,3562688.565,4513357.350
10.1,-3820062.615,3584999.458,4016159.646
10.2,-4318107.203,4229228.499,3996951.862
10.3,-4321336.784,3694685.293,3668446.696
10.4,-3966668.957,3631875.412,3918719.612
10.5,-4427087.930,3878480.064,4007659.834
10.6,-4584004.936,4398902.299,4093626.624
10.7,-3915466.912,4444417.874,4290232.342
10.8,-4633548.993,4404668.227,4274580.082
10.9,-4032124.885,3788656.355,3864130.623
11.0,-4422113.611,4359432.205,3887033.711
11.1,-3854991.459,4505875.349,3947564.652
11.2,-4688163.693,3870238.455,4408618.724
11.3,-4460197.978,4145222.457,3712272.834
11.4,-3998815.883,4542054.980,4429782.235
11.5,-4423756.775,3723633.854,3965904.630
11.6,-4113795.400,4415179.623,4143905.054
11.7,-4238044.661,4011571.957,4521520.487
11.8,-4465099.842,4224633.768,3742357.671
11.9,-4085000.171,4263024.722,3724490.140
12.0,-4593868.826,4507709.088,4046784.958
12.1,-3987665.484,4248412.969,4231773.407
12.2,-3967504.097,4467796.038,3752654.667
12.3,-4601873.036,3986206.571,4428629.946
12.4,-4240732.469,4530172.048,4393216.961
12.5,-3926369.508,4541422.376,4636026.808
12.6,-4266963.274,4058757.171,3785720.433
12.7,-4051152.623,4425025.126,4086542.496
12.8,-3971592.342,4137451.217,4096005.230
12.9,-4152769.203,3841058.365,4362130.435
13.0,-4148466.576,4358725.829,4464759.625
13.1,-3969279.878,3924521.107,4644018.678
13.2,-4000338.757,3995107.842,4438103.658
13.3,-3859803.429,4461433.933,4480210.352
13.4,-4286311.815,4383161.960,4464280.096
13.5,-4034167.503,4387464.029,3794595.018
13.6,-3930162.664,4341630.000,4320862.265
13.7,-4129596.462,3787288.697,4329140.046
13.8,-4005738.065,4007323.867,3852732.863
13.9,-4025229.641,3924224.970,3896499.327
14.0,-3963671.054,3839714.127,3976465.274
14.1,-4640539.538,4042937.615,3754549.922
14.2,-4584834.726,3639727.921,3986647.927
14.3,-3967829.522,3644311.172,4310589.478
14.4,-4565782.018,3966214.627,4538235.881
14.5,-4408102.685,3733791.154,4091447.451
14.6,-3901349.425,4481464.207,4308781.094
14.7,-4028789.278,3585507.326,4646716.731
14.8,-3990058.105,4314180.105,4558184.043
14.9,-4561393.191,3730421.722,3828099.263
15.0,-4644346.182,3748830.534,4362330.554
15.1,-3832231.486,4026406.225,3711468.204
15.2,-4567203.102,3663586.975,3665530.260
15.3,-4149728.424,3827368.915,4642096.940
15.4,-4515697.293,4226155.761,4267463.071
15.5,-4103183.341,4513905.179,4494969.155
15.6,-4027478.867,4158010.198,4049824.282
15.7,-4801031.608,4240180.005,4121121.097
15.8,-4312346.834,3943826.962,4269513.510
15.9,-4461531.812,3998897.486,4277578.461
16.0,-4735148.553,4443209.962,4107606.564
16.1,-4201303.940,4186216.639,3783025.676
16.2,-3825884.811,4536742.444,4569297.350
16.3,-4374748.116,4471255.757,4228777.241
16.4,-4801932.208,3853118.028,4162833.989
16.5,-4569349.035,4522549.193,4043139.003
16.6,-4005992.248,4226332.279,4460248.623
16.7,-3814717.905,4460502.042,3778605.853
16.8,-4079482.024,4374501.940,4446253.045
16.9,-4030176.341,4007407.625,3985266.320
17.0,-4195862.791,4483389.819,4636544.302
17.1,-3927621.508,4180417.579,4325036.448
17.2,-4154843.609,4421879.563,3780778.693
17.3,-3836855.729,4265028.849,4078641.224
17.4,-4395943.354,3617951.255,3685451.252
17.5,-4753232.486,4443717.848,4334033.963
17.6,-4675399.881,3808365.687,4430614.503
17.7,-4049104.045,4329767.207,4060399.504
17.8,-4057287.522,3602962.188,3854741.773
17.9,-4737202.754,4386482.823,4656306.197
18.0,-4757854.779,4157884.109,3764258.542
18.1,-3844988.939,4219622.108,3919215.217
18.2,-4253369.732,3718562.440,4191040.801
18.3,-4780991.034,3908079.127,3888851.548
18.4,-4687591.519,3741081.822,4131750.912
18.5,-3947502.981,4210606.781,4252801.812
18.6,-4190351.971,3798385.888,4248929.326
18.7,-4327253.799,3871305.635,4184031.484
18.8,-4345101.605,4233524.473,3746611.717
18.9,-3857906.317,3730784.767,4129317.628
19.0,-4400389.596,4181831.872,4393966.925
19.1,-4585689.473,4148966.620,4282473.548
19.2,-4415634.358,4249568.894,4552591.150
19.3,-4052272.133,3904380.612,4126559.277
19.4,-3819788.500,3740685.266,4039364.750
19.5,-3873840.230,3969854.259,3757517.183
19.6,-3815439.754,4175200.628,4121678.354
19.7,-4571569.369,3804679.905,3844052.211
19.8,-4484449.779,4340557.051,4611072.443
19.9,-3820846.546,4548782.509,4147511.183
20.0,-4029172.364,4398817.916,3770814.376
20.1,-4300997.365,3628163.011,4235474.475
20.2,-4273171.279,3822137.932,4582137.624
20.3,-4416865.934,3603416.493,3953688.850
20.4,-4055441.749,3981866.269,4566702.563
20.5,-4599328.537,4459309.044,4640975.275
20.6,-3918582.510,4282238.402,4321209.084
20.7,-4329877.186,3566876.888,4397252.633
20.8,-3933041.203,3937817.077,4627430.712
20.9,-4529331.455,4116014.256,3826752.554
21.0,-4612561.984,4153761.623,3952820.232
21.1,-4028341.277,3751959.622,3838183.590
21.2,-4736010.869,3605261.474,4320238.355
21.3,-4571032.302,4016323.396,4500825.299
21.4,-4755034.676,4487616.224,4272825.736
21.5,-3853039.903,3688611.295,4383455.205
21.6,-3853426.495,4515403.604,4353770.388
21.7,-4245100.209,3902598.835,3673844.273
21.8,-4724397.595,4416940.116,3813787.120
21.9,-4092537.929,3741469.880,3877592.729
22.0,-4159807.506,3685492.014,4422524.821
22.1,-4334413.007,3788377.163,4344601.158
22.2,-3838861.192,4245418.316,3954036.282
22.3,-3901035.895,4522872.282,3725202.352
22.4,-3992426.033,3737551.454,3806493.961
22.5,-4618265.802,3838407.268,3741419.568
22.6,-3834746.531,4344745.750,3972730.420
22.7,-4116369.277,4202149.835,3688133.611
22.8,-4075956.452,3617793.065,4171873.676
22.9,-3987668.613,4325481.457,4039080.652
23.0,-4467772.544,4354737.657,3743899.127
23.1,-4202184.118,3889141.235,4048397.873
23.2,-4352315.416,4436386.189,4589367.880
23.3,-4398292.236,3831731.384,4324115.527
23.4,-4758685.527,3786746.148,4307828.179
23.5,-4278455.337,4091526.959,4319408.650
23.6,-4445971.841,3690366.330,4316171.022
23.7,-3902478.769,4521226.368,4413091.413
23.8,-4341949.714,4454450.640,3771950.312
23.9,-4393324.584,4311737.280,3869164.548
24.0,-4544022.924,3750617.916,3695384.873
24.1,-3851347.869,4053786.117,3668356.463
24.2,-4386259.329,3791987.261,3984049.211
24.3,-4301958.220,4182962.055,3949540.471
24.4,-4006139.040,4454585.703,3675796.178
24.5,-4332668.579,4073610.948,4239705.536
24.6,-4151693.234,3595329.033,4297151.576
24.7,-4056427.135,4334621.010,4292533.381
24.8,-4643291.890,3810737.449,3909483.544
24.9,-4270764.957,4343563.903,4563868.047
25.0,-4594562.813,3713528.479,3899895.681
25.1,-4083132.423,3665407.143,3869125.285
25.2,-4709563.761,4224726.660,4055620.265
25.3,-4179619.772,3659253.280,4453489.254
25.4,-4327782.183,3819740.779,4155283.615
25.5,-3999872.320,4457241.685,4102151.502
25.6,-4247600.327,3776274.580,4593497.160
25.7,-4260010.716,4236593.879,4567875.036
25.8,-4388843.962,4180192.997,4453449.638
25.9,-4622465.618,3624540.920,4435926.885
26.0,-4107487.474,3595888.556,4154973.035
26.1,-4605641.713,4380141.680,3816750.753
26.2,-4178379.456,4306768.871,3672420.079
26.3,-3976055.216,4173472.410,3835133.637
26.4,-4321163.175,3816394.169,4098630.821
26.5,-4519998.551,3670875.119,4577227.860
26.6,-4106617.091,4030187.840,4545723.964
26.7,-4534720.068,3958896.697,3949967.222
26.8,-4270454.793,3620386.364,4317978.719
26.9,-4706717.534,3589540.792,4027360.996
27.0,-4007323.042,4235794.459,4531749.338
27.1,-3879549.830,4130453.879,4083014.247
27.2,-4635998.120,3583064.964,4543899.880
27.3,-3823137.561,3880900.935,3710964.629
27.4,-4376767.119,4452464.521,4344060.182
27.5,-4244113.961,3722378.385,3922239.402
27.6,-4791768.652,3819096.234,4650104.944
27.7,-4221891.569,3750421.890,3994846.790
27.8,-4049561.696,4310783.976,4640003.710
27.9,-4191508.591,3971491.977,3816204.623
28.0,-4274459.599,4083615.827,4016408.282
28.1,-3912311.498,4195216.834,3714073.853
28.2,-4192061.914,3589302.492,4119010.060
28.3,-4402089.719,3972929.514,4045939.652
28.4,-4602461.833,4433054.123,4091613.135
28.5,-4525983.459,4275275.024,4354770.453
28.6,-4375823.885,3968390.620,3835829.982
28.7,-4245017.312,3972949.665,4199455.714
28.8,-4526551.755,4492143.579,3703415.282
28.9,-4697779.609,3955741.076,3832277.847
29.0,-4786597.785,4353848.736,3961392.082
29.1,-4695643.313,4345769.812,4230359.415
29.2,-4327396.786,4171275.525,3740001.440
29.3,-4138038.875,4134237.284,3860827.666
29.4,-4053899.571,3781857.259,3845500.693
29.5,-3880077.179,3583422.983,4324932.141
29.6,-4225651.214,3634415.385,4388428.283
29.7,-4407276.576,4500878.086,4280508.126
29.8,-4380744.160,4033374.145,3995778.427
29.9,-4549175.444,3684299.831,4310355.384
30.0,-4026340.196,4162769.863,4217715.891
30.1,-3914373.969,3789730.302,4088751.415
30.2,-3993047.797,3575173.916,4659422.729
30.3,-4291499.508,4343224.890,3939674.066
30.4,-4595657.721,4541513.483,4076458.226
30.5,-4127441.170,4363184.993,4242621.178
30.6,-3991907.533,3941208.635,3785192.016
30.7,-3901719.978,3933540.582,4325766.267
30.8,-3996688.544,3592914.101,3749314.299
30.9,-4426843.044,4098729.847,4519515.887
31.0,-4522229.948,3979263.935,4235220.584
31.1,-4709431.817,3658345.608,4173802.257
31.2,-4657550.604,4136470.320,4136868.760
31.3,-4550884.071,3804931.924,3872703.969
31.4,-4733798.104,4147057.521,4108721.673
31.5,-4024155.039,3746072.407,4019562.305
31.6,-4578038.395,3735659.209,4480476.467
31.7,-4338699.387,4193810.149,4167458.337
31.8,-4436368.271,4531536.136,4431483.587
31.9,-4092253.407,3585119.381,4592244.427
32.0,-4133238.805,4280097.217,3922662.924
32.1,-4573594.240,4120532.726,4020052.544
32.2,-4183047.903,4534228.320,3793361.025
32.3,-4464248.361,4547681.496,3822282.112
32.4,-4339148.597,3786754.053,3918536.493
32.5,-4215427.622,3953219.136,4410518.457
32.6,-4703962.895,3713027.265,3873755.086
32.7,-4442202.453,4198328.905,4138042.978
32.8,-4018009.297,4408964.856,4505205.129
32.9,-4630076.836,4075315.223,4376272.860
33.0,-4614304.275,4074938.152,4245552.055
33.1,-4753236.593,3626458.644,4169959.535
33.2,-3906578.717,4410619.416,4182977.489
33.3,-4068699.346,4128320.119,4537390.337
33.4,-4542994.459,4063621.079,3735354.274
33.5,-3843209.761,4553277.626,4155097.335
33.6,-4762334.651,3557396.595,3970493.957
33.7,-3870426.051,4094180.446,3672532.312
33.8,-4643056.380,4262861.006,4592336.452
33.9,-4320080.049,4519883.065,4447163.587
34.0,-4191139.076,3893210.824,3670795.068
34.1,-4656952.258,3777046.666,4503097.738
34.2,-4480191.522,4390231.439,4510059.268
34.3,-4573172.251,3711457.835,4418492.715
34.4,-4210265.870,4537652.232,3828897.208
34.5,-4280388.130,3658196.015,4208661.342
34.6,-3994949.061,4295473.712,4352744.809
34.7,-4772709.323,4162552.034,4271541.910
34.8,-4271116.771,4291379.422,3689920.318
34.9,-3864553.258,4204706.116,4216735.401
35.0,-4430052.250,3644168.902,3677199.149
35.1,-3900376.763,3580004.969,4649332.408
35.2,-4283031.227,4089918.225,4428321.694
35.3,-4267647.395,3623743.450,3816989.150
35.4,-4249339.502,4394357.407,4216941.911
35.5,-4342603.116,4398653.181,3673305.497
35.6,-4150906.033,4063508.160,4659581.732
35.7,-4056997.073,4193304.494,4125380.050
35.8,-3913642.115,4447602.273,4391703.168
35.9,-4168818.130,4378655.204,4442237.768
36.0,-4710073.315,4222404.597,3939812.058
36.1,-4069278.118,4172062.910,4589213.120
36.2,-4165880.009,3776179.999,4452598.103
36.3,-4484786.972,4090006.393,3782832.769
36.4,-3973978.593,4091487.219,4053376.843
36.5,-4304296.193,3837297.733,3870268.829
36.6,-4240516.039,4495747.989,3670555.986
36.7,-3868032.878,3854864.168,3903563.770
36.8,-4193398.374,4249670.077,3901422.954
36.9,-3926871.032,3972535.753,4432269.719
37.0,-4504287.632,4095256.957,4103863.661
37.1,-4735009.912,3920338.299,4055272.215
37.2,-4758781.392,3862990.311,3786538.429
37.3,-4037160.614,3557942.978,4549230.029
37.4,-4525044.835,4210870.727,4440174.368
37.5,-4204511.697,4035377.898,4336796.251
37.6,-4468682.745,3625608.650,3836381.068
37.7,-3867269.635,4432150.091,3735622.959
37.8,-4223683.834,4168279.571,4127170.766
37.9,-4626295.312,4128122.295,3835187.844
38.0,-4048208.994,3646923.597,4066899.949
38.1,-4169653.752,4178556.116,4053425.713
38.2,-4674477.729,3928415.787,4642828.711
38.3,-3901839.996,3999177.042,3878392.545
38.4,-4187445.328,4467314.779,3679801.685
38.5,-4015140.919,3751993.072,3842870.930
38.6,-4537229.791,4369296.616,4498645.610
38.7,-4270871.741,3848209.445,4463139.741
38.8,-4233378.714,4363810.355,4024773.542
38.9,-3915657.890,3973871.981,4122289.759
39.0,-3830483.600,3575481.728,4208209.587
39.1,-4490396.736,4514002.832,3975075.830
39.2,-3833445.005,4356948.264,3736546.271
39.3,-4621883.836,4428280.609,4074206.375
39.4,-3849937.512,4174025.134,4529354.133
39.5,-4034993.047,4136144.543,4453492.423
39.6,-4775167.413,4227383.807,3774610.121
39.7,-4129495.253,3798035.784,3938597.828
39.8,-4207036.991,4209923.927,4329430.888
39.9,-4403334.643,4296925.578,3703525.094
40.0,-4595618.563,4038273.295,3858956.776
40.1,-4320396.193,3632342.171,4345920.484
40.2,-4200295.617,4115958.781,4459886.794
40.3,-4595566.591,3837569.827,3717925.844
40.4,-4423928.034,3853357.943,3933772.596
40.5,-4016649.345,3671471.202,3980034.986
40.6,-4745161.088,4068535.243,3910948.061
40.7,-4728523.243,4053768.758,4262652.897
40.8,-3997028.570,4026525.735,4599011.779
40.9,-4122479.997,3782175.754,3730259.794
41.0,-4376106.653,3879105.225,4650371.609
41.1,-3964115.375,4540531.665,4292689.705
41.2,-3970530.845,4459746.674,3952723.744
41.3,-3924074.003,4075572.522,4325130.611
41.4,-4529955.878,4346548.613,4126016.519
41.5,-4696339.753,3623437.865,3822523.750
41.6,-4428597.456,4493668.715,3947179.212
41.7,-4782671.361,3989120.505,3806113.599
41.8,-4762391.879,4399901.419,4048467.127
41.9,-4598212.889,3643445.819,4589939.402
42.0,-3912826.173,3629769.456,4110602.297
42.1,-4500815.513,4484503.919,4207583.884
42.2,-4509651.489,3787394.007,4333900.904
42.3,-3904815.232,4400166.094,4612946.282
42.4,-4548137.193,4337577.928,3996218.071
42.5,-4167543.749,3869324.047,4145368.971
42.6,-4662272.144,4071490.091,4556164.174
42.7,-4240779.080,4055792.059,4076981.842
42.8,-4129181.253,4447519.013,4233547.025
42.9,-3900562.516,4435310.852,4574944.017
43.0,-4009792.228,3621579.750,3744580.088
43.1,-3863573.497,3580659.826,4446143.517
43.2,-3865624.274,4072774.730,3680629.120
43.3,-3879755.199,4543063.494,4404813.242
43.4,-4477999.221,4384594.068,4253414.084
43.5,-4780185.080,3949690.042,3792758.072
43.6,-4047234.912,3820039.695,4298067.968
43.7,-4473552.808,4285162.846,4333744.414
43.8,-4257894.470,4494271.856,3669982.779
43.9,-4500490.517,4155744.175,3704844.502
44.0,-4410510.823,3971747.471,4654033.409
44.1,-4457319.595,3747518.367,4093403.079
44.2,-4793258.470,4045557.561,4213905.903
44.3,-4365879.068,4169160.997,4604536.755
44.4,-4684274.042,3946257.167,4380036.142
44.5,-4153637.090,4546277.882,4195632.167
44.6,-4523074.345,4394152.202,3806329.257
44.7,-4221401.008,3584268.398,3908701.819
44.8,-4530757.417,3833030.341,3766666.965
44.9,-4585447.023,3855151.761,4353891.526
45.0,-3820789.589,4257199.145,4645866.581
45.1,-4107663.437,3852986.629,4071304.749
45.2,-4523059.393,4288514.719,4009103.804
45.3,-4603943.093,4176033.473,3760205.508
45.4,-4604162.238,4465056.053,3680621.999
45.5,-3824773.525,3604471.399,4087570.021
45.6,-4534710.002,4044429.380,4204918.154
45.7,-4571042.432,3723727.372,4017520.628
45.8,-4115552.414,3907049.893,4511996.687
45.9,-4091980.052,4006649.607,3734126.743
46.0,-4178475.003,4334064.748,4114145.242
46.1,-4740555.151,4382901.434,4480954.741
46.2,-4214070.821,4308442.072,3684614.329
46.3,-4146765.731,3702406.759,4520370.560
46.4,-4429487.949,4281570.584,3673178.085
46.5,-4069198.090,3963054.182,3780532.662
46.6,-4182317.733,4355568.610,4500637.480
46.7,-4491978.410,4400973.019,4038871.521
46.8,-4809530.951,3681707.296,3998071.331
46.9,-4233911.992,3782237.877,4161013.183
47.0,-4047885.191,4225113.502,4204852.270
47.1,-4066078.923,4481561.133,3861009.197
47.2,-3858617.458,3581159.180,4571036.953
47.3,-4348007.908,4027744.951,4526166.789
47.4,-4665739.622,3781796.470,4074078.462
47.5,-4301979.406,4402424.277,4121345.993
47.6,-4336135.521,4380469.982,4101267.074
47.7,-4595499.433,4272628.463,4165254.113
47.8,-4480682.501,4246830.400,3903228.002
47.9,-4433435.256,4501051.931,3672782.320
48.0,-4243702.461,4547888.347,4070423.890
48.1,-4035143.511,4054077.189,4325279.222
48.2,-4079676.480,4528079.187,4058952.583
48.3,-4632153.845,3933935.478,4386298.843
48.4,-4020528.878,4457006.525,4613328.703
48.5,-4070746.425,4073307.551,3816258.579
48.6,-4471041.047,4324565.090,4191774.007
48.7,-4427660.862,3794398.640,4048876.075
48.8,-3993092.824,4219887.244,3737756.537
48.9,-4186849.956,4172486.168,3915154.363
49.0,-4437818.869,4230231.551,4093453.968
49.1,-3834712.725,3889207.741,3714822.945
49.2,-4219883.400,3599951.771,3681860.605
49.3,-4643305.790,3682642.901,4196188.067
49.4,-4527476.486,4252341.687,4173367.179
